batter_id,batter_name,bowling_type,balls,runs,dismissals,fours,sixes,dots,strike_rate,average,dot_pct,boundary_pct
a97c8ec2,PWH de Silva,Leg-spin,4,5.0,0.0,0.0,0.0,0.0,125.0,,0.0,0.0
a97c8ec2,PWH de Silva,Off-spin,8,8.0,2.0,0.0,0.0,3.0,100.0,4.0,37.5,0.0
a97c8ec2,PWH de Silva,Right-arm off-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
a97c8ec2,PWH de Silva,Right-arm pace,15,19.0,1.0,3.0,0.0,6.0,126.67,19.0,40.0,20.0
80b2fb19,Prince Yadav,Fast,9,4.0,0.0,0.0,0.0,5.0,44.44,,55.56,0.0
80b2fb19,Prince Yadav,Leg-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
b5797845,Priyansh Arya,Fast,205,369.0,11.0,46.0,19.0,80.0,180.0,33.55,39.02,31.71
b5797845,Priyansh Arya,Left-arm orthodox,18,27.0,2.0,1.0,2.0,5.0,150.0,13.5,27.78,16.67
b5797845,Priyansh Arya,Left-arm pace,19,37.0,1.0,5.0,1.0,5.0,194.74,37.0,26.32,31.58
b5797845,Priyansh Arya,Left-arm wrist spin,13,27.0,1.0,2.0,2.0,3.0,207.69,27.0,23.08,30.77
b5797845,Priyansh Arya,Leg-spin,7,10.0,2.0,2.0,0.0,3.0,142.86,5.0,42.86,28.57
b5797845,Priyansh Arya,Medium,7,21.0,0.0,3.0,1.0,1.0,300.0,,14.29,57.14
b5797845,Priyansh Arya,Off-spin,15,19.0,0.0,0.0,2.0,6.0,126.67,,40.0,13.33
b5797845,Priyansh Arya,Right-arm off-spin,10,28.0,0.0,1.0,3.0,1.0,280.0,,10.0,40.0
b5797845,Priyansh Arya,Right-arm pace,4,7.0,1.0,0.0,1.0,2.0,175.0,7.0,50.0,25.0
372455c4,Q de Kock,Fast,239,326.0,15.0,32.0,18.0,106.0,136.4,21.73,44.35,20.92
372455c4,Q de Kock,Left-arm orthodox,27,40.0,0.0,3.0,1.0,4.0,148.15,,14.81,14.81
372455c4,Q de Kock,Left-arm pace,26,27.0,2.0,4.0,0.0,12.0,103.85,13.5,46.15,15.38
372455c4,Q de Kock,Left-arm wrist spin,6,11.0,0.0,2.0,0.0,1.0,183.33,,16.67,33.33
372455c4,Q de Kock,Leg-spin,35,64.0,2.0,5.0,3.0,5.0,182.86,32.0,14.29,22.86
372455c4,Q de Kock,Off-spin,22,23.0,1.0,1.0,1.0,7.0,104.55,23.0,31.82,9.09
372455c4,Q de Kock,Right-arm leg-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
372455c4,Q de Kock,Right-arm off-spin,27,22.0,0.0,1.0,1.0,13.0,81.48,,48.15,7.41
372455c4,Q de Kock,Right-arm pace,20,32.0,1.0,0.0,4.0,8.0,160.0,32.0,40.0,20.0
495d42a5,R Ashwin,Fast,50,69.0,7.0,4.0,5.0,20.0,138.0,9.86,40.0,18.0
495d42a5,R Ashwin,Left-arm orthodox,26,22.0,2.0,2.0,0.0,12.0,84.62,11.0,46.15,7.69
495d42a5,R Ashwin,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
495d42a5,R Ashwin,Left-arm wrist spin,10,13.0,1.0,0.0,1.0,2.0,130.0,13.0,20.0,10.0
495d42a5,R Ashwin,Leg-spin,21,23.0,3.0,2.0,1.0,9.0,109.52,7.67,42.86,14.29
495d42a5,R Ashwin,Medium,7,17.0,0.0,2.0,1.0,1.0,242.86,,14.29,42.86
495d42a5,R Ashwin,Off-spin,6,5.0,1.0,1.0,0.0,4.0,83.33,5.0,66.67,16.67
495d42a5,R Ashwin,Right-arm leg-spin,6,4.0,0.0,0.0,0.0,3.0,66.67,,50.0,0.0
495d42a5,R Ashwin,Right-arm off-spin,11,12.0,0.0,1.0,0.0,4.0,109.09,,36.36,9.09
495d42a5,R Ashwin,Right-arm pace,11,13.0,1.0,1.0,0.0,3.0,118.18,13.0,27.27,9.09
26a85969,R Dhawan,Left-arm orthodox,2,5.0,0.0,1.0,0.0,0.0,250.0,,0.0,50.0
26a85969,R Dhawan,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
26a85969,R Dhawan,Off-spin,9,14.0,1.0,0.0,1.0,3.0,155.56,14.0,33.33,11.11
bafd0398,R Minz,Fast,3,2.0,0.0,0.0,0.0,2.0,66.67,,66.67,0.0
bafd0398,R Minz,Left-arm orthodox,3,1.0,1.0,0.0,0.0,2.0,33.33,1.0,66.67,0.0
bafd0398,R Minz,Left-arm wrist spin,5,2.0,1.0,0.0,0.0,3.0,40.0,2.0,60.0,0.0
bafd0398,R Minz,Right-arm off-spin,4,1.0,0.0,0.0,0.0,3.0,25.0,,75.0,0.0
04a418e8,R Parag,Fast,295,493.0,14.0,43.0,31.0,104.0,167.12,35.21,35.25,25.08
04a418e8,R Parag,Left-arm orthodox,107,135.0,4.0,9.0,5.0,32.0,126.17,33.75,29.91,13.08
04a418e8,R Parag,Left-arm pace,6,3.0,1.0,0.0,0.0,3.0,50.0,3.0,50.0,0.0
04a418e8,R Parag,Left-arm wrist spin,57,83.0,1.0,3.0,7.0,21.0,145.61,83.0,36.84,17.54
04a418e8,R Parag,Leg-spin,81,92.0,2.0,5.0,3.0,25.0,113.58,46.0,30.86,9.88
04a418e8,R Parag,Medium,10,9.0,1.0,1.0,0.0,5.0,90.0,9.0,50.0,10.0
04a418e8,R Parag,Off-spin,25,40.0,1.0,1.0,3.0,6.0,160.0,40.0,24.0,16.0
04a418e8,R Parag,Right-arm leg-spin,14,21.0,1.0,0.0,2.0,3.0,150.0,21.0,21.43,14.29
04a418e8,R Parag,Right-arm off-spin,25,56.0,0.0,1.0,6.0,4.0,224.0,,16.0,28.0
04a418e8,R Parag,Right-arm pace,63,111.0,4.0,8.0,8.0,19.0,176.19,27.75,30.16,25.4
650d5e49,R Powell,Fast,40,65.0,5.0,9.0,2.0,17.0,162.5,13.0,42.5,27.5
650d5e49,R Powell,Left-arm orthodox,8,4.0,0.0,0.0,0.0,4.0,50.0,,50.0,0.0
650d5e49,R Powell,Left-arm wrist spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
650d5e49,R Powell,Leg-spin,4,2.0,2.0,0.0,0.0,3.0,50.0,1.0,75.0,0.0
650d5e49,R Powell,Medium,3,4.0,0.0,1.0,0.0,2.0,133.33,,66.67,33.33
650d5e49,R Powell,Off-spin,10,18.0,1.0,1.0,2.0,5.0,180.0,18.0,50.0,30.0
650d5e49,R Powell,Right-arm leg-spin,3,0.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0
650d5e49,R Powell,Right-arm off-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
650d5e49,R Powell,Right-arm pace,11,20.0,0.0,1.0,2.0,4.0,181.82,,36.36,27.27
ba5e1069,R Ravindra,Fast,159,228.0,9.0,30.0,6.0,63.0,143.4,25.33,39.62,22.64
ba5e1069,R Ravindra,Left-arm orthodox,21,26.0,0.0,1.0,1.0,4.0,123.81,,19.05,9.52
ba5e1069,R Ravindra,Leg-spin,37,62.0,2.0,4.0,4.0,10.0,167.57,31.0,27.03,21.62
ba5e1069,R Ravindra,Medium,5,14.0,1.0,0.0,2.0,1.0,280.0,14.0,20.0,40.0
ba5e1069,R Ravindra,Off-spin,13,15.0,1.0,0.0,0.0,2.0,115.38,15.0,15.38,0.0
ba5e1069,R Ravindra,Right-arm off-spin,27,24.0,3.0,1.0,0.0,7.0,88.89,8.0,25.93,3.7
ba5e1069,R Ravindra,Right-arm pace,20,37.0,0.0,3.0,3.0,8.0,185.0,,40.0,30.0
c7a995d3,R Sai Kishore,Fast,4,2.0,1.0,0.0,0.0,2.0,50.0,2.0,50.0,0.0
c7a995d3,R Sai Kishore,Left-arm wrist spin,5,2.0,0.0,0.0,0.0,3.0,40.0,,60.0,0.0
c7a995d3,R Sai Kishore,Leg-spin,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
c7a995d3,R Sai Kishore,Right-arm pace,4,12.0,1.0,0.0,2.0,2.0,300.0,12.0,50.0,50.0
c5aef772,R Shepherd,Fast,37,105.0,4.0,8.0,10.0,7.0,283.78,26.25,18.92,48.65
c5aef772,R Shepherd,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
c5aef772,R Shepherd,Leg-spin,5,14.0,0.0,2.0,1.0,2.0,280.0,,40.0,60.0
c5aef772,R Shepherd,Right-arm leg-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
c5aef772,R Shepherd,Right-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
39a2dfa8,R Tewatia,Fast,144,236.0,8.0,21.0,14.0,49.0,163.89,29.5,34.03,24.31
39a2dfa8,R Tewatia,Left-arm orthodox,17,17.0,1.0,2.0,0.0,8.0,100.0,17.0,47.06,11.76
39a2dfa8,R Tewatia,Left-arm pace,7,16.0,2.0,0.0,2.0,2.0,228.57,8.0,28.57,28.57
39a2dfa8,R Tewatia,Left-arm wrist spin,13,7.0,2.0,0.0,0.0,6.0,53.85,3.5,46.15,0.0
39a2dfa8,R Tewatia,Leg-spin,2,3.0,0.0,0.0,0.0,0.0,150.0,,0.0,0.0
39a2dfa8,R Tewatia,Medium,8,23.0,0.0,4.0,1.0,2.0,287.5,,25.0,62.5
39a2dfa8,R Tewatia,Right-arm leg-spin,8,9.0,1.0,1.0,0.0,2.0,112.5,9.0,25.0,12.5
39a2dfa8,R Tewatia,Right-arm off-spin,8,15.0,1.0,2.0,0.0,1.0,187.5,15.0,12.5,25.0
39a2dfa8,R Tewatia,Right-arm pace,26,28.0,2.0,1.0,1.0,6.0,107.69,14.0,23.08,7.69
ba6b2f91,RA Bawa,Fast,4,8.0,0.0,0.0,0.0,0.0,200.0,,0.0,0.0
fe93fd9d,RA Jadeja,Fast,291,428.0,8.0,37.0,13.0,69.0,147.08,53.5,23.71,17.18
fe93fd9d,RA Jadeja,Left-arm orthodox,50,52.0,3.0,4.0,1.0,18.0,104.0,17.33,36.0,10.0
fe93fd9d,RA Jadeja,Left-arm pace,10,24.0,1.0,2.0,2.0,3.0,240.0,24.0,30.0,40.0
fe93fd9d,RA Jadeja,Left-arm wrist spin,10,13.0,1.0,0.0,1.0,4.0,130.0,13.0,40.0,10.0
fe93fd9d,RA Jadeja,Leg-spin,88,110.0,3.0,7.0,4.0,26.0,125.0,36.67,29.55,12.5
fe93fd9d,RA Jadeja,Medium,6,9.0,1.0,0.0,1.0,2.0,150.0,9.0,33.33,16.67
fe93fd9d,RA Jadeja,Off-spin,25,21.0,2.0,1.0,0.0,9.0,84.0,10.5,36.0,4.0
fe93fd9d,RA Jadeja,Right-arm leg-spin,5,5.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
fe93fd9d,RA Jadeja,Right-arm off-spin,15,22.0,1.0,0.0,2.0,4.0,146.67,22.0,26.67,13.33
fe93fd9d,RA Jadeja,Right-arm pace,41,73.0,3.0,7.0,3.0,10.0,178.05,24.33,24.39,24.39
77255a9e,RA Tripathi,Fast,147,158.0,12.0,18.0,4.0,71.0,107.48,13.17,48.3,14.97
77255a9e,RA Tripathi,Left-arm orthodox,41,46.0,1.0,7.0,0.0,18.0,112.2,46.0,43.9,17.07
77255a9e,RA Tripathi,Left-arm pace,22,40.0,1.0,4.0,3.0,9.0,181.82,40.0,40.91,31.82
77255a9e,RA Tripathi,Left-arm wrist spin,5,4.0,0.0,0.0,0.0,1.0,80.0,,20.0,0.0
77255a9e,RA Tripathi,Leg-spin,41,50.0,3.0,5.0,2.0,17.0,121.95,16.67,41.46,17.07
77255a9e,RA Tripathi,Medium,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
77255a9e,RA Tripathi,Off-spin,40,38.0,2.0,2.0,0.0,11.0,95.0,19.0,27.5,5.0
77255a9e,RA Tripathi,Right-arm leg-spin,21,35.0,0.0,3.0,2.0,6.0,166.67,,28.57,23.81
77255a9e,RA Tripathi,Right-arm off-spin,42,61.0,1.0,6.0,2.0,13.0,145.24,61.0,30.95,19.05
77255a9e,RA Tripathi,Right-arm pace,12,25.0,2.0,4.0,1.0,4.0,208.33,12.5,33.33,41.67
2ed569a0,RD Chahar,Fast,13,6.0,2.0,1.0,0.0,10.0,46.15,3.0,76.92,7.69
2ed569a0,RD Chahar,Leg-spin,4,0.0,1.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0
2ed569a0,RD Chahar,Right-arm pace,7,15.0,0.0,2.0,1.0,3.0,214.29,,42.86,42.86
45a43fe2,RD Gaikwad,Fast,446,592.0,11.0,61.0,16.0,162.0,132.74,53.82,36.32,17.26
45a43fe2,RD Gaikwad,Left-arm orthodox,78,130.0,2.0,15.0,5.0,22.0,166.67,65.0,28.21,25.64
45a43fe2,RD Gaikwad,Left-arm pace,27,38.0,1.0,2.0,3.0,11.0,140.74,38.0,40.74,18.52
45a43fe2,RD Gaikwad,Left-arm wrist spin,23,42.0,1.0,2.0,3.0,3.0,182.61,42.0,13.04,21.74
45a43fe2,RD Gaikwad,Leg-spin,94,124.0,5.0,9.0,4.0,26.0,131.91,24.8,27.66,13.83
45a43fe2,RD Gaikwad,Medium,10,22.0,0.0,2.0,2.0,4.0,220.0,,40.0,40.0
45a43fe2,RD Gaikwad,Off-spin,40,50.0,1.0,2.0,2.0,12.0,125.0,50.0,30.0,10.0
45a43fe2,RD Gaikwad,Right-arm leg-spin,37,52.0,2.0,5.0,1.0,9.0,140.54,26.0,24.32,16.22
45a43fe2,RD Gaikwad,Right-arm off-spin,45,71.0,2.0,4.0,4.0,12.0,157.78,35.5,26.67,17.78
45a43fe2,RD Gaikwad,Right-arm pace,87,160.0,4.0,13.0,12.0,29.0,183.91,40.0,33.33,28.74
e66732f8,RD Rickelton,Fast,135,218.0,8.0,33.0,6.0,55.0,161.48,27.25,40.74,28.89
e66732f8,RD Rickelton,Left-arm orthodox,14,17.0,1.0,2.0,1.0,8.0,121.43,17.0,57.14,21.43
e66732f8,RD Rickelton,Left-arm pace,9,14.0,0.0,1.0,1.0,3.0,155.56,,33.33,22.22
e66732f8,RD Rickelton,Left-arm wrist spin,5,4.0,2.0,0.0,0.0,2.0,80.0,2.0,40.0,0.0
e66732f8,RD Rickelton,Leg-spin,18,37.0,1.0,3.0,3.0,5.0,205.56,37.0,27.78,33.33
e66732f8,RD Rickelton,Medium,6,9.0,0.0,0.0,1.0,2.0,150.0,,33.33,16.67
e66732f8,RD Rickelton,Off-spin,21,35.0,0.0,2.0,3.0,7.0,166.67,,33.33,23.81
e66732f8,RD Rickelton,Right-arm leg-spin,7,12.0,0.0,1.0,1.0,3.0,171.43,,42.86,28.57
e66732f8,RD Rickelton,Right-arm off-spin,17,13.0,1.0,2.0,0.0,10.0,76.47,13.0,58.82,11.76
e66732f8,RD Rickelton,Right-arm pace,23,29.0,0.0,3.0,1.0,10.0,126.09,,43.48,17.39
740742ef,RG Sharma,Fast,430,632.0,22.0,62.0,40.0,196.0,146.98,28.73,45.58,23.72
740742ef,RG Sharma,Left-arm orthodox,113,148.0,4.0,14.0,6.0,41.0,130.97,37.0,36.28,17.7
740742ef,RG Sharma,Left-arm pace,35,43.0,3.0,5.0,2.0,19.0,122.86,14.33,54.29,20.0
740742ef,RG Sharma,Left-arm wrist spin,13,18.0,0.0,2.0,0.0,2.0,138.46,,15.38,15.38
740742ef,RG Sharma,Leg-spin,51,81.0,6.0,10.0,4.0,21.0,158.82,13.5,41.18,27.45
740742ef,RG Sharma,Medium,16,10.0,2.0,1.0,0.0,10.0,62.5,5.0,62.5,6.25
740742ef,RG Sharma,Off-spin,44,46.0,4.0,7.0,0.0,20.0,104.55,11.5,45.45,15.91
740742ef,RG Sharma,Right-arm leg-spin,5,10.0,0.0,2.0,0.0,1.0,200.0,,20.0,40.0
740742ef,RG Sharma,Right-arm off-spin,32,61.0,0.0,7.0,2.0,3.0,190.63,,9.38,28.13
740742ef,RG Sharma,Right-arm pace,61,106.0,2.0,11.0,7.0,24.0,173.77,53.0,39.34,29.51
402f8494,RJ Gleeson,Fast,2,2.0,0.0,0.0,0.0,1.0,100.0,,50.0,0.0
8db7f47f,RJW Topley,Fast,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
8db7f47f,RJW Topley,Leg-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
8db7f47f,RJW Topley,Right-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
b63e358a,RK Bhui,Fast,4,1.0,1.0,0.0,0.0,3.0,25.0,1.0,75.0,0.0
b63e358a,RK Bhui,Left-arm orthodox,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
b63e358a,RK Bhui,Leg-spin,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
0a509d6b,RK Singh,Fast,238,417.0,11.0,37.0,26.0,76.0,175.21,37.91,31.93,26.47
0a509d6b,RK Singh,Left-arm orthodox,67,76.0,2.0,1.0,5.0,23.0,113.43,38.0,34.33,8.96
0a509d6b,RK Singh,Left-arm pace,10,13.0,0.0,1.0,1.0,5.0,130.0,,50.0,20.0
0a509d6b,RK Singh,Left-arm wrist spin,35,42.0,2.0,6.0,1.0,17.0,120.0,21.0,48.57,20.0
0a509d6b,RK Singh,Leg-spin,58,82.0,3.0,6.0,4.0,17.0,141.38,27.33,29.31,17.24
0a509d6b,RK Singh,Medium,17,27.0,1.0,1.0,1.0,1.0,158.82,27.0,5.88,11.76
0a509d6b,RK Singh,Off-spin,15,23.0,1.0,2.0,1.0,4.0,153.33,23.0,26.67,20.0
0a509d6b,RK Singh,Right-arm leg-spin,9,13.0,1.0,1.0,1.0,4.0,144.44,13.0,44.44,22.22
0a509d6b,RK Singh,Right-arm off-spin,49,43.0,0.0,2.0,0.0,15.0,87.76,,30.61,4.08
0a509d6b,RK Singh,Right-arm pace,54,89.0,2.0,6.0,5.0,18.0,164.81,44.5,33.33,20.37
c740ea83,RM Patidar,Fast,202,303.0,13.0,29.0,12.0,64.0,150.0,23.31,31.68,20.3
c740ea83,RM Patidar,Left-arm orthodox,56,90.0,1.0,4.0,7.0,15.0,160.71,90.0,26.79,19.64
c740ea83,RM Patidar,Left-arm pace,5,1.0,2.0,0.0,0.0,4.0,20.0,0.5,80.0,0.0
c740ea83,RM Patidar,Left-arm wrist spin,32,36.0,1.0,1.0,2.0,11.0,112.5,36.0,34.38,9.38
c740ea83,RM Patidar,Leg-spin,70,160.0,3.0,6.0,17.0,17.0,228.57,53.33,24.29,32.86
c740ea83,RM Patidar,Medium,5,7.0,0.0,1.0,0.0,1.0,140.0,,20.0,20.0
c740ea83,RM Patidar,Off-spin,18,32.0,0.0,1.0,3.0,4.0,177.78,,22.22,22.22
c740ea83,RM Patidar,Right-arm off-spin,15,17.0,0.0,0.0,1.0,5.0,113.33,,33.33,6.67
c740ea83,RM Patidar,Right-arm pace,32,52.0,5.0,4.0,4.0,12.0,162.5,10.4,37.5,25.0
64775749,RP Meredith,Right-arm pace,2,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,0.0
919a3be2,RR Pant,Fast,211,317.0,11.0,27.0,19.0,82.0,150.24,28.82,38.86,21.8
919a3be2,RR Pant,Left-arm orthodox,27,35.0,0.0,4.0,1.0,10.0,129.63,,37.04,18.52
919a3be2,RR Pant,Left-arm pace,6,13.0,0.0,1.0,1.0,1.0,216.67,,16.67,33.33
919a3be2,RR Pant,Left-arm wrist spin,34,27.0,1.0,2.0,1.0,19.0,79.41,27.0,55.88,8.82
919a3be2,RR Pant,Leg-spin,71,106.0,4.0,10.0,5.0,23.0,149.3,26.5,32.39,21.13
919a3be2,RR Pant,Medium,21,40.0,0.0,5.0,2.0,8.0,190.48,,38.1,33.33
919a3be2,RR Pant,Off-spin,29,29.0,3.0,1.0,1.0,11.0,100.0,9.67,37.93,6.9
919a3be2,RR Pant,Right-arm leg-spin,10,11.0,0.0,1.0,0.0,2.0,110.0,,20.0,10.0
919a3be2,RR Pant,Right-arm off-spin,23,22.0,1.0,2.0,0.0,7.0,95.65,22.0,30.43,8.7
919a3be2,RR Pant,Right-arm pace,57,115.0,2.0,6.0,11.0,18.0,201.75,57.5,31.58,29.82
cad00a4d,RR Rossouw,Fast,110,211.0,7.0,24.0,12.0,39.0,191.82,30.14,35.45,32.73
cad00a4d,RR Rossouw,Left-arm orthodox,31,54.0,2.0,5.0,2.0,6.0,174.19,27.0,19.35,22.58
cad00a4d,RR Rossouw,Left-arm pace,4,8.0,0.0,2.0,0.0,2.0,200.0,,50.0,50.0
cad00a4d,RR Rossouw,Left-arm wrist spin,4,5.0,1.0,1.0,0.0,2.0,125.0,5.0,50.0,25.0
cad00a4d,RR Rossouw,Leg-spin,28,40.0,1.0,4.0,2.0,11.0,142.86,40.0,39.29,21.43
cad00a4d,RR Rossouw,Medium,11,25.0,1.0,2.0,2.0,3.0,227.27,25.0,27.27,36.36
cad00a4d,RR Rossouw,Off-spin,12,8.0,1.0,0.0,0.0,5.0,66.67,8.0,41.67,0.0
cad00a4d,RR Rossouw,Right-arm off-spin,39,34.0,1.0,0.0,2.0,17.0,87.18,34.0,43.59,5.13
cad00a4d,RR Rossouw,Right-arm pace,16,33.0,1.0,4.0,2.0,5.0,206.25,33.0,31.25,37.5
60500956,RV Patel,Fast,22,22.0,1.0,1.0,0.0,4.0,100.0,22.0,18.18,4.55
60500956,RV Patel,Left-arm orthodox,4,2.0,0.0,0.0,0.0,2.0,50.0,,50.0,0.0
60500956,RV Patel,Left-arm pace,4,11.0,0.0,2.0,0.0,0.0,275.0,,0.0,50.0
60500956,RV Patel,Left-arm wrist spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
60500956,RV Patel,Leg-spin,2,7.0,0.0,0.0,1.0,0.0,350.0,,0.0,50.0
60500956,RV Patel,Right-arm off-spin,4,2.0,0.0,0.0,0.0,2.0,50.0,,50.0,0.0
60500956,RV Patel,Right-arm pace,5,4.0,1.0,0.0,0.0,1.0,80.0,4.0,20.0,0.0
0bacade8,Rahmanullah Gurbaz,Fast,167,209.0,12.0,23.0,12.0,94.0,125.15,17.42,56.29,20.96
0bacade8,Rahmanullah Gurbaz,Left-arm orthodox,17,20.0,1.0,1.0,2.0,10.0,117.65,20.0,58.82,17.65
0bacade8,Rahmanullah Gurbaz,Left-arm pace,24,24.0,0.0,2.0,1.0,14.0,100.0,,58.33,12.5
0bacade8,Rahmanullah Gurbaz,Left-arm wrist spin,5,9.0,1.0,0.0,1.0,1.0,180.0,9.0,20.0,20.0
0bacade8,Rahmanullah Gurbaz,Leg-spin,22,45.0,0.0,5.0,2.0,3.0,204.55,,13.64,31.82
0bacade8,Rahmanullah Gurbaz,Medium,12,18.0,1.0,2.0,1.0,6.0,150.0,18.0,50.0,25.0
0bacade8,Rahmanullah Gurbaz,Right-arm leg-spin,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
0bacade8,Rahmanullah Gurbaz,Right-arm off-spin,13,27.0,1.0,1.0,2.0,1.0,207.69,27.0,7.69,23.08
0bacade8,Rahmanullah Gurbaz,Right-arm pace,4,3.0,0.0,0.0,0.0,1.0,75.0,,25.0,0.0
be24ead0,Ramandeep Singh,Fast,49,90.0,4.0,4.0,8.0,15.0,183.67,22.5,30.61,24.49
be24ead0,Ramandeep Singh,Left-arm orthodox,15,15.0,1.0,0.0,1.0,6.0,100.0,15.0,40.0,6.67
be24ead0,Ramandeep Singh,Left-arm wrist spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
be24ead0,Ramandeep Singh,Leg-spin,17,20.0,2.0,1.0,1.0,6.0,117.65,10.0,35.29,11.76
be24ead0,Ramandeep Singh,Medium,4,15.0,0.0,0.0,2.0,0.0,375.0,,0.0,50.0
be24ead0,Ramandeep Singh,Off-spin,3,12.0,1.0,0.0,2.0,1.0,400.0,12.0,33.33,66.67
be24ead0,Ramandeep Singh,Right-arm off-spin,4,7.0,1.0,0.0,1.0,2.0,175.0,7.0,50.0,25.0
be24ead0,Ramandeep Singh,Right-arm pace,3,6.0,0.0,1.0,0.0,0.0,200.0,,0.0,33.33
5f547c8b,Rashid Khan,Fast,90,139.0,11.0,13.0,8.0,40.0,154.44,12.64,44.44,23.33
5f547c8b,Rashid Khan,Left-arm orthodox,12,13.0,0.0,1.0,0.0,4.0,108.33,,33.33,8.33
5f547c8b,Rashid Khan,Left-arm pace,6,13.0,1.0,1.0,1.0,2.0,216.67,13.0,33.33,33.33
5f547c8b,Rashid Khan,Left-arm wrist spin,11,17.0,1.0,0.0,2.0,4.0,154.55,17.0,36.36,18.18
5f547c8b,Rashid Khan,Leg-spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
5f547c8b,Rashid Khan,Medium,2,6.0,0.0,1.0,0.0,0.0,300.0,,0.0,50.0
5f547c8b,Rashid Khan,Right-arm leg-spin,13,32.0,0.0,0.0,5.0,7.0,246.15,,53.85,38.46
5f547c8b,Rashid Khan,Right-arm off-spin,2,3.0,0.0,0.0,0.0,0.0,150.0,,0.0,0.0
5f547c8b,Rashid Khan,Right-arm pace,16,37.0,0.0,4.0,2.0,2.0,231.25,,12.5,37.5
b8527c3d,Rasikh Salam,Fast,19,23.0,4.0,4.0,0.0,8.0,121.05,5.75,42.11,21.05
b8527c3d,Rasikh Salam,Medium,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
b8527c3d,Rasikh Salam,Off-spin,8,4.0,0.0,0.0,0.0,4.0,50.0,,50.0,0.0
df064e1a,Ravi Bishnoi,Fast,30,26.0,5.0,0.0,2.0,18.0,86.67,5.2,60.0,6.67
df064e1a,Ravi Bishnoi,Left-arm orthodox,3,2.0,1.0,0.0,0.0,1.0,66.67,2.0,33.33,0.0
df064e1a,Ravi Bishnoi,Left-arm pace,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
df064e1a,Ravi Bishnoi,Medium,2,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,0.0
df064e1a,Ravi Bishnoi,Off-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
df064e1a,Ravi Bishnoi,Right-arm leg-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
df064e1a,Ravi Bishnoi,Right-arm pace,9,5.0,1.0,1.0,0.0,7.0,55.56,5.0,77.78,11.11
0a476045,S Dhawan,Fast,187,259.0,7.0,35.0,9.0,87.0,138.5,37.0,46.52,23.53
0a476045,S Dhawan,Left-arm orthodox,26,39.0,1.0,4.0,2.0,10.0,150.0,39.0,38.46,23.08
0a476045,S Dhawan,Left-arm pace,8,8.0,1.0,2.0,0.0,6.0,100.0,8.0,75.0,25.0
0a476045,S Dhawan,Leg-spin,43,60.0,0.0,7.0,2.0,17.0,139.53,,39.53,20.93
0a476045,S Dhawan,Medium,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
0a476045,S Dhawan,Off-spin,35,45.0,1.0,6.0,1.0,13.0,128.57,45.0,37.14,20.0
0a476045,S Dhawan,Right-arm leg-spin,9,16.0,2.0,3.0,0.0,3.0,177.78,8.0,33.33,33.33
0a476045,S Dhawan,Right-arm off-spin,19,16.0,1.0,1.0,0.0,7.0,84.21,16.0,36.84,5.26
0a476045,S Dhawan,Right-arm pace,51,76.0,1.0,8.0,2.0,14.0,149.02,76.0,27.45,19.61
a4e37e47,S Dube,Fast,358,547.0,16.0,37.0,34.0,117.0,152.79,34.19,32.68,19.83
