bowler_id,bowler_name,powerplay_overs,powerplay_economy,powerplay_wickets,middle_overs,middle_economy,middle_wickets,death_overs,death_economy,death_wickets,phase_tags
1c2a64cd,A Ashish Reddy,1.0,20.0,0.0,25.8,8.17,8.0,16.8,10.04,11.0,
872b03f7,A Badoni,0.2,0.0,0.0,3.0,10.33,2.0,2.7,7.13,2.0,
99b202b3,A Chandila,24.0,5.79,10.0,14.0,7.14,1.0,1.0,6.0,0.0,
18e6906e,A Choudhary,6.0,7.67,3.0,6.8,8.49,1.0,4.0,10.0,1.0,
5b16a806,A Dananjaya,1.0,12.0,0.0,3.0,11.67,0.0,0.0,,0.0,
ddc0828d,A Flintoff,2.0,10.5,0.0,5.0,5.2,1.0,4.0,14.75,1.0,
fcc21ace,A Kamboj,26.0,8.92,8.0,5.0,10.6,1.0,0.5,6.0,1.0,
0c2730df,A Kumble,18.0,5.0,3.0,115.0,6.8,28.0,27.8,7.8,18.0,MIDDLE_OVERS_BEAST
6b19d823,A Mishra,23.0,7.57,6.0,452.0,7.05,132.0,86.8,9.57,45.0,
66cf56a5,A Mithun,11.0,9.55,1.0,24.0,9.04,2.0,13.0,11.92,5.0,
96fd40ae,A Nehra,182.2,7.61,45.0,48.0,7.42,13.0,87.8,9.04,63.0,
2503e881,A Nel,1.0,12.0,1.0,1.0,11.0,0.0,1.0,8.0,0.0,
acdc62f5,A Nortje,74.0,8.62,22.0,36.3,8.81,12.0,72.3,10.27,29.0,
5b040b81,A Singh,44.0,7.0,13.0,8.0,7.38,1.0,26.8,10.14,17.0,PP_BEAST
bd77eb62,A Symonds,19.0,5.79,5.0,55.0,7.95,12.0,13.8,10.63,6.0,
fdcb08c2,A Uniyal,2.0,11.0,1.0,1.0,18.0,0.0,3.0,9.0,2.0,
14f96089,A Zampa,7.0,6.86,3.0,56.0,7.89,16.0,14.8,11.19,13.0,
29d72eb2,AA Chavan,24.0,6.83,3.0,15.0,9.53,2.0,2.3,13.71,3.0,
2815fe50,AA Jhunjhunwala,5.0,9.4,0.0,9.0,9.0,1.0,0.2,12.0,0.0,
16605a1b,AA Kazi,0.0,,0.0,2.0,10.5,1.0,0.0,,0.0,
b69e69ed,AA Noffke,1.0,23.0,0.0,1.0,7.0,0.0,2.0,5.5,1.0,
fa463154,AB Agarkar,30.0,9.83,6.0,70.0,8.11,18.0,30.3,10.25,9.0,PP_LIABILITY
66b30f71,AB Dinda,135.0,7.48,36.0,49.0,6.65,11.0,68.7,11.17,35.0,DEATH_LIABILITY
16043342,AB McDonald,7.0,9.14,3.0,19.0,7.79,7.0,5.0,10.2,4.0,
2b6e6dec,AC Gilchrist,0.0,,0.0,0.0,,0.0,0.2,0.0,1.0,
b552a935,AC Thomas,30.0,6.53,8.0,4.0,6.75,3.0,18.5,10.43,5.0,PP_BEAST
864c199e,AC Voges,2.0,13.0,0.0,6.0,7.5,1.0,1.0,5.0,0.0,
3edb58fc,AD Mascarenhas,28.0,7.36,12.0,19.0,6.16,5.0,4.3,9.69,2.0,
896d78ad,AD Mathews,21.0,8.81,6.0,85.0,8.06,12.0,25.8,8.71,10.0,
bbd41817,AD Russell,67.8,8.61,23.0,135.5,9.29,51.0,97.7,10.91,59.0,"MIDDLE_OVERS_LIABILITY, DEATH_LIABILITY"
350bb1b1,AF Milne,16.0,9.88,3.0,9.0,10.0,1.0,9.5,9.58,5.0,
ef5da05c,AG Murtaza,13.0,4.0,3.0,27.0,8.0,9.0,4.0,13.5,0.0,
b8d490fd,AJ Finch,1.0,3.0,0.0,5.0,11.6,1.0,1.2,5.14,0.0,
4d7f517e,AJ Hosein,3.0,10.33,0.0,1.0,10.0,1.0,0.0,,0.0,
7c7d63a2,AJ Tye,32.0,8.13,13.0,34.0,8.29,8.0,48.2,9.61,27.0,
6a26221c,AK Markram,7.0,8.43,1.0,24.0,8.96,5.0,0.2,6.0,0.0,
8291f939,AL Menaria,8.0,6.88,1.0,7.0,5.86,2.0,3.3,14.4,0.0,
a45a5e8d,AM Nayar,1.0,10.0,0.0,36.2,8.41,8.0,1.0,9.0,1.0,
29e95537,AM Rahane,0.0,,0.0,1.0,5.0,1.0,0.0,,0.0,
260fd380,AM Salvi,11.0,7.18,1.0,9.0,8.89,4.0,5.0,9.2,2.0,
2af1b6d2,AN Ahmed,23.0,8.13,3.0,19.0,7.95,3.0,15.3,11.54,9.0,
dbc50253,AP Dole,5.0,12.4,2.0,4.0,7.5,2.0,2.0,11.0,1.0,
2e171977,AR Patel,101.0,7.88,21.0,389.8,7.14,94.0,61.7,8.95,22.0,
b0946605,AS Joseph,18.0,10.11,2.0,33.0,9.39,7.0,21.3,10.08,13.0,
db31895a,AS Rajpoot,45.2,9.28,9.0,26.2,8.48,6.0,17.0,11.94,9.0,
c69a7b5c,AS Raut,0.0,,0.0,3.0,10.67,0.0,2.0,6.5,0.0,
e4cdf230,AS Roy,9.0,10.0,2.0,16.0,7.25,5.0,1.7,7.2,1.0,
249d60c9,AU Rashid,0.0,,0.0,9.0,9.0,2.0,1.0,10.0,0.0,
3ae3f034,AUK Pathan,0.0,,0.0,4.0,8.75,0.0,2.5,11.2,0.0,
8e514b4c,Abdul Samad,0.0,,0.0,8.0,11.63,2.0,1.3,19.5,0.0,
888e32bf,Abdur Razzak,0.0,,0.0,2.0,14.5,0.0,0.0,,0.0,
f29185a1,Abhishek Sharma,11.0,9.0,0.0,42.0,8.5,10.0,3.0,17.67,1.0,
0a67aec0,Akash Deep,20.0,11.25,5.0,19.0,11.16,4.0,7.3,15.95,2.0,
4bd09374,Akash Madhwal,13.0,8.08,5.0,23.0,10.13,10.0,22.7,11.47,11.0,
b483905d,Akash Singh,24.2,9.23,6.0,8.0,9.5,2.0,2.0,13.5,1.0,
378daa89,Aman Hakim Khan,0.0,,0.0,1.0,13.0,0.0,0.0,,0.0,
d2340a43,Anand Rajan,7.0,6.71,0.0,11.0,7.18,3.0,6.8,11.71,7.0,
24d94623,Ankit Sharma,24.0,6.33,6.0,33.0,7.64,6.0,4.2,11.76,0.0,
f18ba07f,Ankit Soni,1.0,3.0,1.0,17.0,8.12,3.0,0.2,24.0,0.0,
69be866a,Anureet Singh,27.0,7.37,7.0,20.0,9.7,4.0,21.7,11.22,10.0,
44aac2f0,Arjun Tendulkar,9.0,6.33,1.0,1.3,18.0,1.0,1.8,19.64,2.0,
12314277,Arshad Khan,31.0,10.52,7.0,5.0,11.4,2.0,9.3,15.43,3.0,PP_LIABILITY
244048f6,Arshdeep Singh,138.0,8.88,37.0,48.0,8.77,14.0,99.7,9.81,55.0,
d45c29b1,Ashwani Kumar,5.0,12.2,3.0,9.0,8.67,4.0,6.5,14.62,4.0,
1ac746c8,Atharva Taide,0.0,,0.0,0.0,,0.0,0.2,24.0,0.0,
eef2536f,Avesh Khan,96.8,9.44,22.0,71.0,8.15,24.0,102.0,9.84,48.0,
9a158001,Azhar Mahmood,24.0,6.79,6.0,31.0,6.61,7.0,34.5,9.83,18.0,
8f6dd463,Azmatullah Omarzai,27.0,9.85,3.0,13.0,8.77,6.0,8.0,12.0,3.0,
af7dadf7,B Akhil,1.0,12.0,0.0,22.0,6.41,5.0,8.3,11.16,2.0,
5451a2c1,B Chipli,0.0,,0.0,1.0,20.0,0.0,0.0,,0.0,
50758325,B Geeves,4.0,12.5,1.0,3.0,10.33,1.0,1.0,10.0,0.0,
2e81a32d,B Kumar,389.8,6.71,85.0,70.3,8.55,11.0,243.5,9.55,117.0,"PP_BEAST, MIDDLE_OVERS_LIABILITY"
b2a79f17,B Laughlin,6.0,10.17,3.0,10.2,8.16,2.0,11.8,11.83,5.0,
dd09ff8e,B Lee,81.0,7.16,12.0,13.0,6.23,4.0,51.8,8.97,14.0,
6834d1f2,B Stanlake,14.0,7.93,2.0,9.0,8.67,5.0,1.0,11.0,0.0,
dc4686e6,BA Bhatt,16.0,7.25,4.0,22.8,8.5,7.0,10.5,9.33,2.0,
e087956b,BA Stokes,31.0,9.35,9.0,49.8,7.79,6.0,34.0,10.15,16.0,
ea0cdc12,BAW Mendis,9.0,5.44,2.0,22.0,7.32,4.0,9.0,8.67,3.0,
d8b2f218,BB Sran,38.0,9.39,6.0,28.0,9.61,7.0,14.5,9.72,7.0,
2e11c706,BCJ Cutting,7.0,9.71,0.0,27.2,7.91,9.0,12.7,11.61,3.0,
b56dc5f7,BE Hendricks,10.0,10.8,1.0,6.0,8.5,2.0,9.0,8.89,8.0,
b57f8a9a,BJ Hodge,6.0,9.33,0.0,30.0,7.7,15.0,3.0,7.67,3.0,
27af6414,BJ Rohrer,0.0,,0.0,1.0,12.0,0.0,0.0,,0.0,
9868bc75,BMAJ Mendis,0.0,,0.0,5.0,7.2,1.0,0.0,,0.0,
f3171936,BW Hilfenhaus,40.0,6.5,13.0,6.0,9.0,3.0,16.0,11.44,7.0,PP_BEAST
871e9faf,Basil Thampi,27.0,9.52,2.0,31.0,8.68,8.0,28.8,11.65,16.0,
c18496e1,Bipul Sharma,12.3,6.24,5.0,53.0,7.89,16.0,5.7,15.18,1.0,
172dff15,C Bosch,1.0,11.0,0.0,4.0,9.0,0.0,2.0,4.5,1.0,
798934ea,C Ganapathy,0.0,,0.0,1.0,13.0,0.0,0.0,,0.0,
eaa76d3c,C Green,16.0,8.94,3.0,41.0,8.24,12.0,16.2,12.0,5.0,
af2c687b,C Munro,0.0,,0.0,2.0,7.5,0.0,0.0,,0.0,
f24ca2ba,C Nanda,0.0,,0.0,7.0,7.14,2.0,1.0,8.0,0.0,
2cdce1be,C Sakariya,33.0,6.88,6.0,20.0,9.25,6.0,21.0,11.29,8.0,PP_BEAST
94d7f855,C de Grandhomme,2.0,6.5,0.0,31.7,8.84,7.0,2.3,12.86,0.0,
db584dad,CH Gayle,20.0,8.45,3.0,47.0,7.49,7.0,25.3,9.24,9.0,
fb66ce1f,CH Morris,113.0,7.83,23.0,66.0,7.85,18.0,107.7,8.91,64.0,
8abdf100,CJ Anderson,11.8,10.23,2.0,23.0,8.83,5.0,14.7,13.7,7.0,
1cb14aa4,CJ Dala,1.0,17.0,0.0,2.0,8.5,0.0,0.0,,0.0,
19b9f399,CJ Green,2.0,8.0,0.0,0.0,,0.0,0.8,9.6,0.0,
ffe699c0,CJ Jordan,24.0,9.67,5.0,41.0,7.95,12.0,46.3,11.7,18.0,DEATH_LIABILITY
94eac556,CJ McKay,2.0,13.0,0.0,3.0,4.67,1.0,2.0,10.0,0.0,
cfad138c,CK Kapugedera,0.0,,0.0,1.8,18.55,0.0,1.0,15.0,0.0,
d1c94b25,CK Langeveldt,14.0,7.07,6.0,4.0,9.25,3.0,8.0,7.88,4.0,
d0513f63,CL White,0.0,,0.0,7.0,12.29,1.0,0.0,,0.0,
e342e5fb,CR Brathwaite,4.0,7.5,1.0,29.0,8.93,8.0,9.3,10.18,7.0,
4c5d73db,CR Woakes,27.0,9.22,6.0,20.0,6.75,9.0,26.3,11.01,16.0,
342d8ade,CRD Fernando,13.0,6.92,7.0,12.0,7.0,5.0,14.0,9.43,7.0,
5b7ab5a9,CV Varun,62.0,7.71,15.0,202.3,7.52,68.0,50.7,8.55,19.0,
844e79d1,D Brevis,0.0,,0.0,0.0,,0.0,0.5,16.0,1.0,
8dc152d1,D Jansen,1.0,16.0,0.0,1.0,13.0,0.0,2.0,12.0,1.0,
94bc776b,D Kalyankrishna,0.0,,0.0,7.0,10.14,2.0,1.0,17.0,0.0,
11614d87,D Pretorius,0.0,,0.0,13.0,7.15,4.0,12.0,12.42,3.0,
0264c10e,D Salunkhe,0.0,,0.0,6.8,10.68,1.0,1.0,7.0,0.0,
aa8d28ae,D Wiese,12.0,7.25,6.0,27.0,9.33,3.0,10.3,10.45,8.0,
d7a57f75,D du Preez,3.0,4.0,3.0,3.0,9.33,1.0,1.0,16.0,0.0,
dcce6f09,DA Warner,0.0,,0.0,0.2,12.0,0.0,0.0,,0.0,
2e9fdf9b,DAJ Bracewell,1.0,7.0,0.0,2.0,7.5,1.0,1.0,10.0,2.0,
b720a5d6,DB Ravi Teja,0.0,,0.0,3.0,9.33,1.0,0.0,,0.0,
45c2196c,DE Bollinger,54.0,7.48,11.0,3.0,5.0,4.0,39.0,7.62,28.0,DEATH_BEAST
cd8d2859,DG Nalkande,2.0,11.0,0.0,9.0,10.78,5.0,3.0,10.33,1.0,
87e562a9,DJ Bravo,38.0,8.0,13.0,251.2,7.7,64.0,230.8,9.52,130.0,
39f82db3,DJ Harris,0.0,,0.0,2.0,8.0,0.0,1.0,10.0,0.0,
73ad96ed,DJ Hooda,12.0,8.0,2.0,44.0,8.16,7.0,7.2,13.26,1.0,
fd835ab3,DJ Hussey,6.0,9.67,0.0,38.0,8.16,8.0,8.8,13.25,2.0,
eade4650,DJ Mitchell,0.0,,0.0,8.0,12.13,1.0,0.0,,0.0,
2c76b512,DJ Muthuswami,12.0,8.25,3.0,1.0,8.0,0.0,1.0,1.0,1.0,
7d3937ed,DJ Thornely,0.0,,0.0,7.0,5.71,3.0,0.0,,0.0,
7f048519,DJ Willey,23.0,6.74,3.0,7.0,8.29,2.0,6.0,10.67,2.0,
c03c6200,DJG Sammy,4.0,8.5,1.0,27.0,7.7,9.0,8.3,13.44,4.0,
1a156c88,DJM Short,0.0,,0.0,3.0,7.67,1.0,0.0,,0.0,
23eeb873,DL Chahar,250.5,8.06,68.0,40.0,7.98,8.0,28.7,9.84,15.0,
d7c6af50,DL Vettori,15.0,6.53,2.0,87.0,6.59,23.0,27.5,8.11,9.0,MIDDLE_OVERS_BEAST
e0351c86,DNT Zoysa,6.0,7.5,0.0,2.0,10.5,1.0,3.0,11.33,1.0,
c404f58a,DP Nannes,57.0,6.61,17.0,16.0,7.81,0.0,34.7,9.03,21.0,PP_BEAST
acd4f5dc,DP Vijaykumar,17.0,7.41,3.0,4.0,6.0,0.0,4.3,12.69,1.0,
caf69bf7,DR Sams,30.0,7.13,8.0,19.0,8.58,5.0,11.0,13.73,2.0,
35205dfc,DR Smith,11.0,11.18,5.0,67.0,8.12,15.0,11.8,13.35,7.0,
d2a989fc,DS Kulkarni,169.7,7.61,46.0,70.8,8.84,21.0,57.3,10.4,24.0,MIDDLE_OVERS_LIABILITY
13fc5c6d,DS Rathi,15.0,8.53,2.0,27.0,7.74,8.0,10.0,9.8,4.0,
2a2e6343,DT Christian,30.0,8.53,8.0,82.0,7.1,19.0,35.2,10.81,13.0,DEATH_LIABILITY
8fd1a8f5,DW Steyn,189.0,6.42,36.0,68.0,6.75,14.0,105.7,8.47,55.0,"PP_BEAST, MIDDLE_OVERS_BEAST, DEATH_BEAST"
5750bcb4,E Malinga,4.0,13.75,0.0,13.0,7.69,6.0,9.7,9.21,8.0,
3355b542,F du Plessis,0.0,,0.0,0.0,,0.0,1.0,16.0,0.0,
b52ffbbd,FA Allen,3.0,10.67,1.0,12.0,8.67,1.0,0.0,,0.0,
a7c226e1,FH Edwards,13.0,4.69,4.0,2.0,7.0,0.0,8.3,10.2,2.0,
c15e2193,FY Fazal,0.0,,0.0,0.0,,0.0,2.0,10.0,1.0,
e9c7f0d0,Fazalhaq Farooqi,22.0,8.95,3.0,12.0,9.92,2.0,8.3,14.88,1.0,
3204c99f,G Coetzee,11.0,10.91,3.0,18.0,10.39,5.0,16.5,11.09,7.0,
f708a0bc,GB Hogg,8.0,6.75,5.0,53.0,7.74,13.0,15.3,7.89,7.0,
a316d663,GC Viljoen,6.0,9.17,3.0,10.0,8.2,3.0,7.0,13.14,2.0,
ee7d0c82,GD McGrath,37.0,5.89,9.0,4.0,7.0,2.0,13.0,9.23,3.0,PP_BEAST
9a46c4e5,GD Phillips,1.0,4.0,1.0,4.0,9.0,1.0,0.0,,0.0,
94253925,GH Vihari,4.0,8.5,1.0,3.0,4.67,0.0,0.0,,0.0,
be869ccf,GHS Garton,10.0,10.8,1.0,2.0,5.5,1.0,3.0,5.67,1.0,
b681e71e,GJ Maxwell,43.0,8.81,12.0,117.0,8.1,30.0,10.3,9.19,3.0,
611926bc,GR Napier,1.0,3.0,0.0,3.0,8.33,1.0,0.0,,0.0,
1558d83b,GS Sandhu,1.0,7.0,0.0,3.0,9.67,0.0,4.0,12.5,1.0,
890de8cb,Gagandeep Singh,1.0,7.0,0.0,9.0,7.89,2.0,4.0,16.0,1.0,
9f77963a,Gulbadin Naib,0.0,,0.0,1.0,12.0,0.0,0.0,,0.0,
6eb146d2,Gurkeerat Singh,2.0,9.5,0.0,11.0,7.09,5.0,0.0,,0.0,
99258814,Gurnoor Brar,2.0,9.0,0.0,1.0,24.0,0.0,0.0,,0.0,
52294a79,H Sharma,0.0,,0.0,5.0,12.4,0.0,0.0,,0.0,
e412cb64,HF Gurney,11.0,6.0,2.0,7.0,8.86,1.0,9.0,12.33,4.0,
dbe50b21,HH Pandya,64.0,9.39,13.0,156.7,8.51,37.0,50.7,11.96,34.0,"MIDDLE_OVERS_LIABILITY, DEATH_LIABILITY"
0c9652b0,HR Shokeen,9.0,7.44,2.0,24.0,9.54,2.0,1.0,24.0,1.0,
f986ca1a,HV Patel,64.0,9.3,15.0,200.2,8.09,60.0,140.0,10.24,93.0,
8b5b6769,Harbhajan Singh,128.8,7.2,32.0,395.0,7.07,101.0,45.5,8.4,28.0,DEATH_BEAST
2a72fd4f,Harmeet Singh,14.0,8.86,6.0,52.0,7.9,11.0,21.5,8.28,13.0,
0bf15e52,Harmeet Singh,2.0,11.5,0.0,2.0,5.5,1.0,0.0,,0.0,
c05edf8e,Harpreet Brar,23.0,10.17,2.0,103.0,7.42,30.0,9.2,10.8,3.0,
25228673,Harsh Dubey,2.0,12.5,0.0,8.0,9.13,5.0,0.0,,0.0,
77b1aa15,Harshit Rana,49.0,9.82,17.0,33.0,9.36,11.0,26.2,9.82,14.0,PP_LIABILITY
943fd425,I Malhotra,0.0,,0.0,1.0,23.0,0.0,0.0,,0.0,
5bb1a1c4,I Sharma,253.5,7.66,60.0,72.0,9.06,17.0,77.7,11.21,23.0,"MIDDLE_OVERS_LIABILITY, DEATH_LIABILITY"
ac5ae4af,I Udana,9.0,11.56,2.0,10.0,8.7,3.0,10.0,9.5,3.0,
e0407c01,IC Pandey,44.0,7.09,12.0,27.0,8.52,5.0,6.0,11.17,2.0,
fdf7491e,IC Porel,2.0,13.0,0.0,2.0,8.0,1.0,0.0,,0.0,
5fa06777,IK Pathan,153.0,7.22,32.0,106.0,7.84,26.0,81.5,9.52,41.0,
641ac5ff,IS Sodhi,2.0,8.5,2.0,27.0,6.63,7.0,1.2,6.86,0.0,
